player,link
Lisowski Wojciech,https://fantasy.ekstraklasa.org/player/1440
Liszewski Piotr,https://fantasy.ekstraklasa.org/player/2063
Lončar Danijel,https://fantasy.ekstraklasa.org/player/2107
Lorenc Mieszko,https://fantasy.ekstraklasa.org/player/2178
Louveau Adrien,https://fantasy.ekstraklasa.org/player/2241
Lukoszek Kamil,https://fantasy.ekstraklasa.org/player/1471
Lusiusz Sylwester,https://fantasy.ekstraklasa.org/player/757
Lutostański Jakub,https://fantasy.ekstraklasa.org/player/1867
Luís Miguel,https://fantasy.ekstraklasa.org/player/1799
López Carlos,https://fantasy.ekstraklasa.org/player/693
López Iván,https://fantasy.ekstraklasa.org/player/1539
Macenko Jehor,https://fantasy.ekstraklasa.org/player/1582
Machado Luís,https://fantasy.ekstraklasa.org/player/1683
Madejski Sebastian,https://fantasy.ekstraklasa.org/player/2053
Majchrowicz Filip,https://fantasy.ekstraklasa.org/player/1675
Majchrzak Jordan,https://fantasy.ekstraklasa.org/player/2252
Makowski Tomasz,https://fantasy.ekstraklasa.org/player/1055
Makuch Patryk,https://fantasy.ekstraklasa.org/player/1168
Malamis Patryk,https://fantasy.ekstraklasa.org/player/2305
Malarczyk Piotr,https://fantasy.ekstraklasa.org/player/501
Malec Mariusz,https://fantasy.ekstraklasa.org/player/1015
Mamla Rafał,https://fantasy.ekstraklasa.org/player/2052
Marchwiński Filip,https://fantasy.ekstraklasa.org/player/1094
Marciniak Adam,https://fantasy.ekstraklasa.org/player/414
Marczuk Dominik,https://fantasy.ekstraklasa.org/player/2190
Masiak Kacper,https://fantasy.ekstraklasa.org/player/1868
Mata Luís,https://fantasy.ekstraklasa.org/player/1483
Matheus Vinícius,https://fantasy.ekstraklasa.org/player/2297
Matras Mateusz,https://fantasy.ekstraklasa.org/player/272
Matuszewski Konrad,https://fantasy.ekstraklasa.org/player/1756
Matys Michał,https://fantasy.ekstraklasa.org/player/2007
Matysik Miłosz,https://fantasy.ekstraklasa.org/player/1614
Małachowski Adrian,https://fantasy.ekstraklasa.org/player/2277
Meriluoto Kai,https://fantasy.ekstraklasa.org/player/2246
Mešanović Muris,https://fantasy.ekstraklasa.org/player/1755
Michalski Kacper,https://fantasy.ekstraklasa.org/player/1037
Michalski Szymon,https://fantasy.ekstraklasa.org/player/1862
Milić Antonio,https://fantasy.ekstraklasa.org/player/1573
Miloš Matos,https://fantasy.ekstraklasa.org/player/2042
Miszta Cezary,https://fantasy.ekstraklasa.org/player/1217
Mokrzycki Michał,https://fantasy.ekstraklasa.org/player/118
Mokwa Tomasz,https://fantasy.ekstraklasa.org/player/231
Molendowski Mikołaj,https://fantasy.ekstraklasa.org/player/2256
Moneta Łukasz,https://fantasy.ekstraklasa.org/player/295
Monsalve Nacho,https://fantasy.ekstraklasa.org/player/2172
Mosór Ariel,https://fantasy.ekstraklasa.org/player/1386
Mras Tobiasz,https://fantasy.ekstraklasa.org/player/2306
Mrozek Bartosz,https://fantasy.ekstraklasa.org/player/1757
Mrozik Maciej,https://fantasy.ekstraklasa.org/player/1700
Mroziński Piotr,https://fantasy.ekstraklasa.org/player/456
Mróz Marek,https://fantasy.ekstraklasa.org/player/2200
Murawski Radosław,https://fantasy.ekstraklasa.org/player/244
Musiolik Bartosz,https://fantasy.ekstraklasa.org/player/2141
Musiolik Sebastian,https://fantasy.ekstraklasa.org/player/1269
Mustafajew Ramil,https://fantasy.ekstraklasa.org/player/1857
Muszyński Hubert,https://fantasy.ekstraklasa.org/player/2124
Muçi Ernest,https://fantasy.ekstraklasa.org/player/1626
Muñoz Juan,https://fantasy.ekstraklasa.org/player/2230
Muñoz Miguel,https://fantasy.ekstraklasa.org/player/1720
Myszor Jakub,https://fantasy.ekstraklasa.org/player/1469
Mäenpää Niilo,https://fantasy.ekstraklasa.org/player/1836
Nadolski Aleksander,https://fantasy.ekstraklasa.org/player/2255
Nalepa Michał,https://fantasy.ekstraklasa.org/player/681
Naranjo José,https://fantasy.ekstraklasa.org/player/2204
Nascimento Filipe,https://fantasy.ekstraklasa.org/player/1680
Nastić Bojan,https://fantasy.ekstraklasa.org/player/1597
Nawrocki Maik,https://fantasy.ekstraklasa.org/player/1630
Nene Rui Filipe,https://fantasy.ekstraklasa.org/player/1920
Nguiamba Aurélien,https://fantasy.ekstraklasa.org/player/2083
Niedbała Jakub,https://fantasy.ekstraklasa.org/player/1981
Niedbała Michał,https://fantasy.ekstraklasa.org/player/2240
Nono ,https://fantasy.ekstraklasa.org/player/2066
Nowak Bartosz,https://fantasy.ekstraklasa.org/player/480
Nowak Tomasz,https://fantasy.ekstraklasa.org/player/2137
Nunes Fabio,https://fantasy.ekstraklasa.org/player/1946
Ochronczuk Władysław,https://fantasy.ekstraklasa.org/player/2180
Ogorzały Kamil,https://fantasy.ekstraklasa.org/player/1699
Oko Damian,https://fantasy.ekstraklasa.org/player/829
Okoniewski Krystian,https://fantasy.ekstraklasa.org/player/2012
Olejnik Patryk,https://fantasy.ekstraklasa.org/player/2038
Olkowski Paweł,https://fantasy.ekstraklasa.org/player/1918
Olsen Patrick,https://fantasy.ekstraklasa.org/player/1875
Olszewski Paweł,https://fantasy.ekstraklasa.org/player/63
Orlikowski Igor,https://fantasy.ekstraklasa.org/player/2239
Orpik Jakub,https://fantasy.ekstraklasa.org/player/1622
Oshima Takuto,https://fantasy.ekstraklasa.org/player/2009
Ozga Michał,https://fantasy.ekstraklasa.org/player/1040
Pacheco Dani,https://fantasy.ekstraklasa.org/player/1893
Pacławski Norbert,https://fantasy.ekstraklasa.org/player/1638
Pajnowski Kamil,https://fantasy.ekstraklasa.org/player/64
Paluszek Aleksander,https://fantasy.ekstraklasa.org/player/1194
Pankiewicz Szymon,https://fantasy.ekstraklasa.org/player/1561
Pankov Radovan,https://fantasy.ekstraklasa.org/player/2191
Papanikoláou Ioánnis,https://fantasy.ekstraklasa.org/player/1514
Paszkowski Jakub,https://fantasy.ekstraklasa.org/player/2029
Pawelec Mariusz,https://fantasy.ekstraklasa.org/player/311
Pawłowski Bartłomiej,https://fantasy.ekstraklasa.org/player/181
Pekhart Tomas,https://fantasy.ekstraklasa.org/player/1362
Pereira Joel,https://fantasy.ekstraklasa.org/player/1712
Pesqueira Josue,https://fantasy.ekstraklasa.org/player/1735
Pestka Kamil,https://fantasy.ekstraklasa.org/player/10
Petkow Aleks,https://fantasy.ekstraklasa.org/player/2222
Petrow Kyryło,https://fantasy.ekstraklasa.org/player/1953
Piasecki Fabian,https://fantasy.ekstraklasa.org/player/942
Pich Róbert,https://fantasy.ekstraklasa.org/player/322
Piechota Kacper,https://fantasy.ekstraklasa.org/player/2249
Piekutowski Miłosz,https://fantasy.ekstraklasa.org/player/1830
Pieprzyca Igor,https://fantasy.ekstraklasa.org/player/2298
Pieńko Tomasz,https://fantasy.ekstraklasa.org/player/1770
Pik Daniel,https://fantasy.ekstraklasa.org/player/806
Pingot Maksymilian,https://fantasy.ekstraklasa.org/player/1859
Pirulo José Antonio,https://fantasy.ekstraklasa.org/player/1231
Pięczek Marcel,https://fantasy.ekstraklasa.org/player/2163
Plach František,https://fantasy.ekstraklasa.org/player/790
Plavšić Srđan,https://fantasy.ekstraklasa.org/player/2269
Pleśnierowicz Wiktor,https://fantasy.ekstraklasa.org/player/1112
Pląskowski Artur,https://fantasy.ekstraklasa.org/player/2151
Pochcioł Jakub,https://fantasy.ekstraklasa.org/player/2091
Poczobut Bartłomiej,https://fantasy.ekstraklasa.org/player/2284
Podgórski Jacek,https://fantasy.ekstraklasa.org/player/1951
Podolski Lukas,https://fantasy.ekstraklasa.org/player/1702
Podstawski Tomás,https://fantasy.ekstraklasa.org/player/1076
Pokorný Peter,https://fantasy.ekstraklasa.org/player/2273
Poletanovič Marko,https://fantasy.ekstraklasa.org/player/1091
Poprawa Konrad,https://fantasy.ekstraklasa.org/player/769
Posiadała Albert,https://fantasy.ekstraklasa.org/player/2018
Potoczny Marcel,https://fantasy.ekstraklasa.org/player/2218
Prikryl Tomáš,https://fantasy.ekstraklasa.org/player/1287
Przyborek Adrian,https://fantasy.ekstraklasa.org/player/2092
Przybułek Filip,https://fantasy.ekstraklasa.org/player/2228
Przybyłko Kacper,https://fantasy.ekstraklasa.org/player/2223
Pululu Afimico,https://fantasy.ekstraklasa.org/player/2205
Pyrka Arkadiusz,https://fantasy.ekstraklasa.org/player/1480
Quintana Caye,https://fantasy.ekstraklasa.org/player/1734
Racovițan Bogdan,https://fantasy.ekstraklasa.org/player/1853
Rakoczy Michał,https://fantasy.ekstraklasa.org/player/1186
Ramos Francisco,https://fantasy.ekstraklasa.org/player/2080
Ramírez Dani,https://fantasy.ekstraklasa.org/player/1233
Rasak Damian,https://fantasy.ekstraklasa.org/player/705
